class,prediction_date,average_rv,average_rv_%,mae,me,mae_market,me_market,count,error_count
GLA,2019-12,19504.62,58.71,2767.37,-114.38,3258.18,2552.65,256,0
GLA,2020-01,19157.28,57.68,2779.05,321.62,3323.78,2620.72,245,0
GLA,2020-02,19080.90,57.56,2815.57,434.41,3359.96,2678.78,242,0
GLA,2020-03,19196.50,57.84,2647.38,476.86,3344.13,2708.23,248,0
GLA,2020-04,18997.87,57.24,2508.83,724.18,3352.87,2775.10,240,0
GLA,2020-05,19125.41,57.72,2548.47,679.08,3327.19,2764.41,248,0
GLA,2020-06,18872.11,56.92,2474.99,1036.41,3316.63,2825.03,250,0
GLA,2020-07,19005.63,56.95,2687.94,1361.12,3481.56,3055.95,249,0
GLA,2020-08,19268.53,57.54,2733.60,1188.30,3482.07,3080.48,242,0
GLA,2020-09,19402.39,57.86,2941.13,1233.28,3621.80,3225.13,245,0
GLA,2020-10,19453.78,57.74,3079.99,1460.17,3725.36,3393.80,230,0
GLA,2020-11,19486.25,57.17,3332.88,1886.77,4081.45,3785.34,209,0
GLA,2020-12,19398.34,56.77,3422.59,2201.48,4265.24,3996.81,200,0
GLA,2021-01,19476.48,56.89,3477.54,2295.83,4301.68,4107.81,196,0
GLA,2021-02,19538.79,57.02,3503.50,2572.88,4463.08,4366.97,186,0
GLA,2021-03,19495.81,56.88,3619.50,2801.19,4577.41,4507.11,178,0
GLA,2021-04,19573.51,57.06,3710.96,2969.71,4689.69,4637.06,172,0
GLA,2021-05,19617.06,57.05,3786.91,2974.29,4859.06,4808.76,164,0
GLA,2021-06,19724.40,57.10,3931.49,3111.42,5151.79,5097.16,151,0
GLA,2021-07,19991.71,57.72,3915.09,3083.82,5348.91,5292.01,145,0
GLA,2021-08,19994.72,58.27,3998.78,3199.40,5593.88,5567.86,119,0
GLA,2021-09,20196.27,58.95,3999.74,3122.60,5816.41,5788.27,110,0
GLA,2021-10,20026.54,58.52,4228.04,3259.32,6020.17,5987.24,94,0
GLA,2021-11,20478.23,59.80,4096.01,3071.67,6100.12,6064.54,87,0
GLA,2021-12,20859.85,60.93,4113.32,2691.96,6177.50,6138.81,80,0
GLA,2022-01,20962.41,60.88,4247.35,2792.73,6212.41,6172.72,78,0
GLA,2022-02,20881.85,60.79,4081.15,2842.23,6346.04,6303.05,72,0
GLA,2022-03,21079.98,61.51,3862.70,2461.18,6154.37,6108.85,68,0
GLA,2022-04,21476.97,62.38,3598.24,2163.61,5824.30,5774.37,62,0
GLA,2022-05,20950.53,60.66,3677.77,2390.02,5786.45,5725.75,51,0
GLA,2022-06,20834.74,61.87,3451.37,2001.58,5720.25,5649.90,44,0
GLA,2022-07,21303.35,63.20,3497.46,1838.09,5853.62,5774.25,39,0
GLA,2022-08,21441.26,66.16,3239.64,884.08,5632.09,5538.29,33,0
GLA,2022-09,21449.09,66.07,3332.60,876.25,5632.09,5538.29,33,0
GLA,2022-10,21937.40,69.05,3344.30,59.26,5452.74,5333.68,26,0
GLA,2022-11,21503.23,65.65,2166.35,-405.45,3817.66,3817.66,9,0
GLA,2022-12,21613.12,74.35,1043.12,-1043.12,3654.84,3654.84,2,0
GLB,2020-03,25894.39,51.80,11245.61,11245.61,16146.30,16146.30,1,0
GLB,2020-04,25926.09,51.87,11213.91,11213.91,16146.30,16146.30,1,0
GLB,2020-05,26161.02,52.34,10978.98,10978.98,16146.30,16146.30,1,0
GLB,2020-06,26785.95,61.80,9272.65,9272.65,12288.66,12288.66,5,0
GLB,2020-07,27300.20,64.03,7987.23,7987.23,10872.08,10872.08,7,0
GLB,2020-08,27219.83,63.84,8067.60,8067.60,10872.08,10872.08,7,0
GLB,2020-09,27244.49,63.89,8042.94,8042.94,10872.08,10872.08,7,0
GLB,2020-10,27219.86,66.08,7166.94,7166.94,10268.73,10268.73,15,0
GLB,2020-11,27245.78,66.42,7000.59,7000.59,10221.46,10221.46,16,0
GLB,2020-12,27322.42,66.59,6923.96,6923.96,10221.46,10221.46,16,0
GLB,2021-01,27288.89,66.26,6592.41,6592.41,9848.55,9848.55,17,0
GLB,2021-02,27345.64,66.39,6535.65,6535.65,9848.55,9848.55,17,0
GLB,2021-03,27170.25,65.95,6695.42,6695.42,9939.88,9939.88,18,0
GLB,2021-04,27240.21,66.12,6625.46,6625.46,9939.88,9939.88,18,0
GLB,2021-05,27305.87,66.28,6559.79,6559.79,9939.88,9939.88,18,0
GLB,2021-06,27605.23,67.00,6260.44,6260.44,9939.88,9939.88,18,0
GLB,2021-07,28124.33,68.48,5845.54,5671.56,9893.29,9893.29,19,0
GLB,2021-08,28350.31,69.34,6416.65,5524.84,10283.76,10283.76,14,0
GLB,2021-09,28369.35,69.36,6299.52,5505.80,10283.76,10283.76,14,0
GLB,2021-10,28445.24,69.57,5907.61,5173.61,10207.04,10207.04,13,0
GLB,2021-11,28333.25,69.28,5883.86,5285.60,10207.04,10207.04,13,0
GLB,2021-12,27458.01,67.79,6106.81,5356.07,10200.87,10200.87,13,0
GLB,2022-01,27420.16,67.66,5842.95,5393.92,10200.87,10200.87,13,0
GLB,2022-02,27891.93,68.88,5738.05,4922.14,10200.87,10200.87,13,0
GLB,2022-03,28262.55,69.83,5415.49,4551.52,10200.87,10200.87,13,0
GLB,2022-04,28171.80,69.16,5141.47,4137.57,9945.74,9945.74,11,0
GLB,2022-05,27073.32,64.39,5868.33,5474.56,10526.70,10526.70,8,0
GLB,2022-06,26508.56,62.06,6520.82,6083.16,10767.79,10767.79,7,0
GLB,2022-07,26927.14,62.72,5928.83,5496.53,10647.02,10647.02,6,0
GLB,2022-08,27278.97,63.64,6148.19,5144.70,10647.02,10647.02,6,0
GLB,2022-09,27373.20,63.87,6131.61,5050.47,10647.02,10647.02,6,0
GLB,2022-10,25846.06,55.95,7369.19,7369.19,12371.88,12371.88,4,0
GLB,2022-11,28340.71,59.04,3749.79,3749.79,8731.50,8731.50,2,0
GLC,2017-01,20197.52,42.47,9132.45,7247.94,3649.95,2721.85,269,0
GLC,2017-02,21650.80,45.23,7150.09,5803.89,3779.29,2753.15,285,0
GLC,2017-03,20047.14,41.41,7726.23,7310.16,3737.64,2630.38,307,0
GLC,2017-04,20775.55,42.61,6804.94,6488.73,3791.69,2477.63,331,0
GLC,2017-05,23056.85,47.04,4988.96,4411.34,3958.05,2633.85,362,0
GLC,2017-06,22076.33,45.01,5731.33,5318.77,3861.63,2496.19,376,0
GLC,2017-07,21928.74,44.36,6085.32,5686.36,4013.43,2662.93,394,0
GLC,2017-08,22519.70,45.33,5630.32,5208.33,4034.44,2635.23,429,0
GLC,2017-09,22685.27,45.51,5566.68,5100.33,4054.11,2621.23,452,0
GLC,2017-10,23966.09,47.99,4797.06,3559.99,4015.28,2550.60,471,0
GLC,2017-11,25023.43,50.03,4703.17,2531.75,4154.72,2615.72,492,0
GLC,2017-12,24838.09,49.53,4874.89,2779.39,4154.90,2633.37,513,0
GLC,2018-01,24765.73,48.96,4929.30,3085.30,4197.37,2627.74,538,0
GLC,2018-02,25813.38,50.70,4788.08,2319.51,4092.65,2554.65,566,0
GLC,2018-03,26636.48,52.36,4605.83,2239.47,3983.02,2192.69,686,0
GLC,2018-04,27549.39,54.29,4539.63,1843.17,3779.76,1930.72,799,0
GLC,2018-05,27604.43,54.40,4604.52,1936.51,3755.45,1918.25,851,0
GLC,2018-06,27521.90,54.08,4838.99,2190.47,3727.90,1868.70,917,0
GLC,2018-07,27965.74,55.04,4733.21,1850.93,3630.32,1721.01,988,0
GLC,2018-08,28376.52,55.98,4514.34,1819.78,3353.91,966.28,1236,0
GLC,2018-09,28345.89,55.83,4537.57,1845.89,3380.82,971.12,1225,0
GLC,2018-10,28640.42,56.37,4463.99,1514.24,3407.27,947.85,1241,0
GLC,2018-11,29130.16,57.26,4383.74,939.03,3460.80,846.04,1261,0
GLC,2018-12,29535.41,58.09,4579.60,578.26,3482.78,753.25,1316,0
GLC,2019-01,31274.07,61.26,4854.41,-1128.95,3647.37,990.88,1268,0
GLC,2019-02,31048.25,60.75,4888.04,-892.16,3732.52,988.14,1283,0
GLC,2019-03,30720.01,60.04,4785.08,-640.13,3782.08,948.53,1274,0
GLC,2019-04,31070.79,60.47,4740.06,-892.16,3852.64,1029.70,1278,0
GLC,2019-05,30955.08,60.14,4700.81,-898.25,4002.34,1109.41,1222,0
GLC,2019-06,31058.67,59.96,4161.53,-922.47,4097.44,1160.68,1182,0
GLC,2019-07,31375.20,60.36,4076.36,-1112.48,4132.83,1024.37,1195,0
GLC,2019-08,31329.17,60.12,4070.56,-1061.84,4313.31,1158.90,1147,0
GLC,2019-09,30790.33,58.98,3979.83,-477.21,4406.42,1274.63,1112,0
GLC,2019-10,30763.94,58.73,3679.26,-349.82,4542.63,1557.01,1058,0
GLC,2019-11,30377.33,57.89,3709.87,138.27,4627.54,1781.37,1027,0
GLC,2019-12,30099.74,57.38,3766.69,408.19,4819.17,2191.00,950,0
GLC,2020-01,30030.81,57.08,3761.42,586.86,4917.14,2514.56,889,0
GLC,2020-02,30301.51,57.59,3723.16,346.16,5025.15,2735.60,858,0
GLC,2020-03,30986.17,58.91,3615.35,-372.89,5228.51,3002.19,806,0
GLC,2020-04,30580.94,58.02,3482.08,45.89,5327.39,3262.31,757,0
GLC,2020-05,30948.87,58.76,3308.09,-287.37,5371.84,3323.00,763,0
GLC,2020-06,30131.60,57.19,3501.09,631.14,5446.50,3519.51,758,0
GLC,2020-07,29345.09,55.52,3707.94,1600.02,5502.33,3895.84,721,0
GLC,2020-08,29398.93,55.60,3929.36,1643.96,5649.26,4150.89,696,0
GLC,2020-09,29738.31,56.20,3944.66,1501.08,5628.93,4162.08,703,0
GLC,2020-10,30019.15,56.49,3935.80,1539.46,5766.07,4453.37,653,0
GLC,2020-11,30190.52,56.65,3869.83,1531.14,5861.64,4849.16,601,0
GLC,2020-12,30167.83,56.46,3930.74,1784.49,5999.02,5111.74,588,0
GLC,2021-01,29983.66,56.09,3970.89,1982.76,6098.54,5270.09,568,0
GLC,2021-02,29929.33,55.90,4076.37,2234.68,6255.71,5570.63,545,0
GLC,2021-03,29806.75,55.58,4070.79,2537.19,6416.34,5842.34,519,0
GLC,2021-04,29786.79,55.45,4087.27,2786.77,6633.82,6136.42,486,0
GLC,2021-05,29734.59,55.41,4180.29,3048.53,6703.56,6323.07,447,0
GLC,2021-06,29954.11,55.81,4110.93,2960.38,6786.34,6494.78,432,0
GLC,2021-07,30154.26,56.20,4037.27,2833.91,6849.87,6605.03,401,0
GLC,2021-08,30478.59,56.83,3951.12,2657.53,6961.07,6727.10,381,0
GLC,2021-09,30756.27,57.50,3739.83,2340.60,6979.91,6801.65,363,0
GLC,2021-10,31762.05,59.28,3691.45,1433.47,7026.25,6870.81,331,0
GLC,2021-11,32863.80,61.32,3787.36,385.08,7056.14,6903.82,299,0
GLC,2021-12,33335.78,62.23,3816.70,-159.54,6968.44,6820.52,282,0
GLC,2022-01,33350.55,62.40,3875.19,-155.23,7026.52,6870.86,268,0
GLC,2022-02,33606.14,62.95,3901.45,-503.15,6971.61,6809.93,258,0
GLC,2022-03,33757.43,63.34,4157.79,-858.25,6932.27,6771.75,236,0
GLC,2022-04,33878.59,63.65,3820.08,-1243.77,6730.02,6598.79,210,0
GLC,2022-05,33547.28,63.11,3576.24,-902.57,6758.04,6621.62,202,0
GLC,2022-06,33727.22,63.63,3653.79,-1513.63,6495.49,6355.30,173,0
GLC,2022-07,33160.30,63.10,3687.55,-1540.93,6067.25,5876.28,127,0
GLC,2022-08,33544.20,64.05,3687.85,-2002.73,5816.44,5598.02,110,0
GLC,2022-09,33606.31,64.09,3554.63,-2024.64,5856.63,5634.16,108,0
GLC,2022-10,33485.67,62.53,4198.14,-2923.92,5008.86,4692.51,61,0
GLC,2022-11,33667.87,61.42,4590.86,-3211.70,4434.89,4051.03,30,0
GLC,2022-12,34324.66,60.76,3723.56,-2385.77,4866.71,3789.10,9,0
GLE,2017-01,29737.27,44.62,6230.33,1121.53,6123.10,3409.89,105,0
GLE,2017-02,30750.89,45.90,6555.20,193.96,6197.75,3503.54,110,0
GLE,2017-03,30612.93,45.36,6307.70,516.47,6301.61,3733.76,110,0
GLE,2017-04,32420.90,46.84,6438.73,-1106.63,6099.11,3537.30,110,0
GLE,2017-05,32857.90,46.59,6429.18,-557.12,6287.35,4143.79,108,0
GLE,2017-06,32792.68,46.11,6035.11,-324.70,6518.25,4640.34,111,0
GLE,2017-07,32188.80,44.96,5956.63,286.89,6682.94,4973.26,107,0
GLE,2017-08,33450.09,47.33,5815.35,-419.07,6509.61,4936.96,120,0
GLE,2017-09,33474.80,47.22,5705.47,-27.79,6598.08,5045.48,124,0
GLE,2017-10,33771.48,47.78,5622.17,141.90,6413.38,4894.17,132,0
GLE,2017-11,33373.67,47.06,5832.13,596.46,6468.97,5039.13,129,0
GLE,2017-12,32777.37,46.19,6151.22,1039.27,6623.83,5132.86,131,0
GLE,2018-01,32442.15,45.40,6461.05,1631.74,6898.10,5444.57,131,0
GLE,2018-02,33911.88,46.77,6248.60,836.09,6625.07,5205.74,139,0
GLE,2018-03,33637.98,46.60,6264.30,975.81,6489.97,4996.83,142,0
GLE,2018-04,33634.74,46.51,6420.58,979.37,6498.04,4951.85,144,0
GLE,2018-05,34510.32,47.29,6421.40,672.81,6501.88,5017.54,150,0
GLE,2018-06,34454.92,47.17,6353.90,858.23,6530.19,5016.21,153,0
GLE,2018-07,34846.94,47.65,6393.79,713.08,6536.03,5088.82,155,0
GLE,2018-08,37003.09,51.53,6124.98,35.57,6000.36,4575.69,197,0
GLE,2018-09,36937.64,51.17,6111.21,75.70,6155.97,4724.04,196,0
GLE,2018-10,36562.01,50.69,5988.74,268.11,6203.79,4781.81,195,0
GLE,2018-11,36054.56,50.12,6240.75,462.22,6190.53,4726.81,190,0
GLE,2018-12,36300.11,50.49,6161.52,100.08,6063.86,4632.81,191,0
GLE,2019-01,35747.85,49.63,6188.41,700.97,6168.04,4790.51,188,0
GLE,2019-02,35107.71,48.92,5931.58,1032.27,6223.14,4845.60,188,0
GLE,2019-03,34175.22,47.44,6144.40,1907.95,6296.47,4901.13,185,0
GLE,2019-04,35568.87,49.37,6526.47,927.30,6334.07,4968.27,189,0
GLE,2019-05,35403.46,49.19,6813.26,832.36,6386.39,4965.71,185,0
GLE,2019-06,36148.39,49.93,6482.46,229.72,6396.87,4967.75,181,0
GLE,2019-07,36320.42,49.97,7010.18,799.76,6740.92,5309.66,185,0
GLE,2019-08,36357.60,49.87,6313.93,640.29,6628.17,5165.28,181,0
GLE,2019-09,36656.86,50.37,6302.26,317.67,6653.85,5203.70,179,0
GLE,2019-10,36529.42,50.05,6320.66,357.79,6800.71,5460.33,170,0
GLE,2019-11,35703.76,48.97,5955.21,857.00,6955.49,5602.94,165,0
GLE,2019-12,35370.84,48.37,6479.17,1027.79,7156.37,5906.80,154,0
GLE,2020-01,34855.65,47.64,6323.61,1542.52,7140.94,5841.47,146,0
GLE,2020-02,34770.55,47.39,6678.32,1540.60,7331.94,6034.64,141,0
GLE,2020-03,34284.22,46.98,7061.23,2146.82,7414.66,6157.40,139,0
GLE,2020-04,34052.87,46.73,7120.02,2410.02,7584.71,6352.77,131,0
GLE,2020-05,34303.78,46.90,7384.44,2606.02,7807.26,6593.84,133,0
GLE,2020-06,34652.35,47.58,7674.48,3157.96,8189.82,7028.81,137,0
GLE,2020-07,34476.17,47.31,7869.98,4133.23,8326.42,7389.39,129,0
GLE,2020-08,34543.40,47.34,7771.89,4547.36,8142.70,7277.47,122,0
GLE,2020-09,34896.47,47.86,7774.55,4650.52,8247.72,7427.76,122,0
GLE,2020-10,35588.04,48.55,8062.91,4501.44,8359.03,7512.48,118,0
GLE,2020-11,36154.15,49.07,8283.02,4346.26,8388.04,7562.96,114,0
GLE,2020-12,38178.42,50.86,10041.89,4228.34,9349.52,8624.96,117,0
GLE,2021-01,37270.78,50.04,9013.28,5152.51,9420.36,8689.80,113,0
GLE,2021-02,37716.52,50.67,9254.01,5022.48,9641.26,8962.81,110,0
GLE,2021-03,36962.81,49.47,9704.75,7235.79,10580.27,10243.48,98,0
GLE,2021-04,37313.94,49.63,9810.58,7292.18,10944.09,10602.03,94,0
GLE,2021-05,37199.59,49.50,9922.93,7594.76,10883.64,10537.89,93,0
GLE,2021-06,38506.97,50.96,10385.48,6788.58,11192.61,10890.13,88,0
GLE,2021-07,38868.18,51.58,10538.90,6720.75,11280.07,10970.55,86,0
GLE,2021-08,38325.97,51.58,10736.49,7761.64,12063.78,11904.01,71,0
GLE,2021-09,38579.34,52.32,10458.04,7445.71,12106.29,11939.47,68,0
GLE,2021-10,39288.98,52.13,10632.80,7492.27,12553.54,12373.48,63,0
GLE,2021-11,41957.63,54.38,12359.47,6497.86,13434.31,13228.06,55,0
GLE,2021-12,40608.17,52.84,11560.17,7774.23,13085.43,12849.10,48,0
GLE,2022-01,40699.43,53.01,11570.62,7325.13,12744.57,12497.83,43,0
GLE,2022-02,41860.18,54.70,12062.24,6928.72,13273.41,13008.17,40,0
GLE,2022-03,42677.33,55.81,12208.71,6111.57,13273.41,13008.17,40,0
GLE,2022-04,43743.89,57.43,11591.33,6065.95,13626.82,13523.32,37,0
GLE,2022-05,44117.65,58.14,11952.62,5692.46,13781.62,13675.24,36,0
GLE,2022-06,43361.89,58.16,13144.11,6965.92,14024.46,13877.17,26,0
GLE,2022-07,44292.43,58.99,13692.74,7404.23,14349.37,14182.86,23,0
GLE,2022-08,43633.20,58.71,13951.18,8186.03,14552.50,14378.43,22,0
GLE,2022-09,42973.64,57.81,12351.84,8845.58,14552.50,14378.43,22,0
GLE,2022-10,44086.07,59.24,12825.49,3619.65,12274.60,12001.05,14,0
GLE,2022-11,46369.70,61.65,12179.65,1754.30,12944.07,12561.11,10,0
GLE,2022-12,45994.81,61.70,10185.65,4105.19,12527.53,11926.50,4,0
GLS,2017-01,49956.26,55.64,9468.55,7871.01,10626.21,10023.06,11,0
GLS,2017-02,49923.61,55.62,9406.34,7993.06,10973.82,10420.93,12,0
GLS,2017-03,52971.21,62.20,4464.38,2174.94,11362.77,10852.41,13,0
GLS,2017-04,52712.21,61.90,4570.56,2433.94,11362.77,10852.41,13,0
GLS,2017-05,56933.94,66.14,3875.19,-1989.50,11944.94,11944.94,9,0
GLS,2017-06,55377.04,62.45,7541.24,-3886.13,11331.23,10420.08,11,0
GLS,2017-07,55150.30,62.23,8520.81,-4510.30,11090.80,10088.54,10,0
GLS,2017-08,49839.25,56.32,8286.51,-83.70,11076.67,9963.04,9,0
GLS,2017-09,49230.78,55.35,6931.95,524.77,11076.67,9963.04,9,0
GLS,2017-10,45417.27,51.56,8416.04,4702.73,10871.06,9602.48,10,0
GLS,2017-11,50425.27,57.41,6941.00,-1636.38,10079.24,8669.70,9,0
GLS,2017-12,49729.88,56.58,6098.12,-940.99,10079.24,8669.70,9,0
GLS,2018-01,50789.53,58.11,5313.05,-609.53,10567.31,9298.73,10,0
GLS,2018-02,51678.14,59.55,4908.61,-632.68,10693.92,9540.66,11,0
GLS,2018-03,51579.89,59.44,4810.37,-534.44,10693.92,9540.66,11,0
GLS,2018-04,56345.51,62.73,7524.96,-2940.01,10102.11,9044.96,12,0
GLS,2018-05,56303.78,62.68,7569.61,-2898.28,10102.11,9044.96,12,0
GLS,2018-06,57354.36,64.34,7862.50,-4993.82,8869.12,7715.86,11,0
GLS,2018-07,55428.46,62.41,7301.66,-3289.63,11262.03,10204.87,12,0
GLS,2018-08,59381.67,63.54,8174.97,-4538.13,10900.24,9924.40,13,0
GLS,2018-09,58536.24,62.55,7916.13,-3692.70,10900.24,9924.40,13,0
GLS,2018-10,58205.09,60.79,7791.62,-2317.28,11426.53,10273.27,11,0
GLS,2018-11,56544.79,58.42,7471.28,-1038.19,11373.19,10104.60,10,0
GLS,2018-12,56908.07,58.70,7108.00,-1401.47,11373.19,10104.60,10,0
GLS,2019-01,54094.31,58.29,7526.06,-1649.87,11508.02,10098.48,9,0
GLS,2019-02,52376.74,56.85,7286.61,-906.14,11143.15,9874.56,10,0
GLS,2019-03,49968.01,54.56,8068.15,887.08,12537.91,11384.65,11,0
GLS,2019-04,49395.26,54.68,8145.82,975.24,14474.90,13417.75,12,0
GLS,2019-05,50086.39,55.53,8079.56,284.11,14474.90,13417.75,12,0
GLS,2019-06,46438.05,55.53,10730.31,915.86,15150.82,14093.66,12,0
GLS,2019-07,45845.92,54.77,10363.74,1508.00,15150.82,14093.66,12,0
GLS,2019-08,45379.73,54.18,9897.55,1974.19,15150.82,14093.66,12,0
GLS,2019-09,45015.74,53.66,9533.56,2338.18,15150.82,14093.66,12,0
GLS,2019-10,44910.69,53.53,9428.51,2443.23,15150.82,14093.66,12,0
GLS,2019-11,40621.99,47.79,11385.27,5232.71,16604.98,15336.39,10,0
GLS,2019-12,40143.89,47.32,10907.17,5710.81,16604.98,15336.39,10,0
GLS,2020-01,39541.14,46.69,10345.62,6313.56,16604.98,15336.39,10,0
GLS,2020-02,39909.94,46.46,9782.08,5517.50,14273.98,12864.44,9,0
GLS,2020-03,37158.33,43.14,9681.70,7460.04,15270.41,13684.68,8,0
GLS,2020-04,35403.88,41.23,9604.92,9214.49,15270.41,13684.68,8,0
GLS,2020-05,35910.11,42.14,9074.98,8708.27,15270.41,13684.68,8,0
GLS,2020-06,40269.39,46.01,9365.46,4348.99,15270.41,13684.68,8,0
GLS,2020-07,41185.93,48.34,8612.70,3432.44,15270.41,13684.68,8,0
GLS,2020-08,42872.10,50.41,8549.97,1746.27,15270.41,13684.68,8,0
GLS,2020-09,44165.38,51.19,9226.53,392.76,12340.21,10527.94,7,0
GLS,2020-10,43946.10,48.68,8404.14,1021.73,10426.45,8312.14,6,0
GLS,2020-11,46973.02,51.28,7549.46,-1951.62,7214.64,4677.47,5,0
GLS,2020-12,42155.66,46.55,8177.81,4621.09,8974.30,5802.83,4,0
GLS,2021-01,45895.79,46.31,5926.99,4906.54,11521.86,8180.98,3,0
GLS,2021-02,41022.17,48.87,9431.33,9431.33,14777.13,14777.13,2,0
GLS,2021-03,41471.88,49.41,8981.62,8981.62,14777.13,14777.13,2,0
GLS,2021-04,42535.46,50.67,7918.04,7918.04,14777.13,14777.13,2,0
GLS,2021-05,40816.46,48.63,9637.04,9637.04,14777.13,14777.13,2,0
GLS,2021-06,41070.80,48.93,9382.70,9382.70,14777.13,14777.13,2,0
GLS,2021-07,40759.24,48.56,9694.26,9694.26,14777.13,14777.13,2,0
GLS,2021-08,40760.07,48.56,9693.43,9693.43,14777.13,14777.13,2,0
GLS,2021-09,40630.59,48.40,9822.91,9822.91,14777.13,14777.13,2,0
GLS,2021-10,40044.23,47.71,10409.27,10409.27,14777.13,14777.13,2,0
GLS,2021-11,40046.35,47.71,10407.15,10407.15,14777.13,14777.13,2,0
GLS,2021-12,40075.56,47.74,10377.94,10377.94,14777.13,14777.13,2,0
GLS,2022-01,40343.17,48.10,17857.83,17857.83,21694.95,21694.95,1,0
GLS,2022-02,40337.19,48.10,17863.81,17863.81,21694.95,21694.95,1,0
GLS,2022-03,40271.08,48.02,17929.92,17929.92,21694.95,21694.95,1,0
GLS,2022-04,41142.06,49.06,17058.94,17058.94,21694.95,21694.95,1,0
GLS,2022-05,41142.06,49.06,17058.94,17058.94,21694.95,21694.95,1,0
GLS,2022-06,41142.23,49.06,17058.77,17058.77,21694.95,21694.95,1,0
GLS,2022-07,41142.00,49.06,17059.00,17059.00,21694.95,21694.95,1,0
GLS,2022-08,41141.94,49.06,17059.06,17059.06,21694.95,21694.95,1,0
GLS,2022-09,41689.22,49.71,16511.78,16511.78,21694.95,21694.95,1,0
S,2017-01,66444.98,59.41,12542.74,-9822.80,6368.50,2386.39,86,0
S,2017-02,67882.01,59.87,14328.36,-11536.74,6402.80,2279.02,83,0
S,2017-03,68409.60,60.21,14905.07,-12438.28,6339.78,2286.40,81,0
S,2017-04,62666.55,56.15,12302.92,-9891.52,6022.46,1431.76,69,0
S,2017-05,59760.50,54.08,11702.74,-8673.36,6021.04,1297.60,64,0
S,2017-06,58183.90,53.65,11094.99,-8658.86,5226.71,1745.38,59,0
S,2017-07,56414.48,52.75,9774.71,-7768.46,5221.12,1771.17,56,0
S,2017-08,58470.59,54.16,9868.78,-6823.05,5812.15,3108.88,70,0
S,2017-09,59883.27,55.56,10030.59,-8372.87,5619.95,3075.95,70,0
S,2017-10,60334.36,55.90,10142.42,-8684.11,5593.45,3085.27,71,0
S,2017-11,61801.50,55.43,10162.79,-8623.70,5571.56,3439.56,69,0
S,2017-12,61061.83,55.08,9846.49,-8192.73,5663.75,3531.75,69,0
S,2018-01,63600.60,56.22,9043.63,-7599.60,6610.40,4989.52,68,0
S,2018-02,63738.07,56.75,8801.73,-6716.00,6551.97,5082.37,75,0
S,2018-03,61372.29,55.01,8158.70,-4853.47,7076.23,5545.39,72,0
S,2018-04,62125.94,55.44,7716.29,-5350.72,7043.19,5102.50,74,0
S,2018-05,62800.28,55.18,8183.08,-5173.41,7740.14,5772.21,77,0
S,2018-06,63124.62,55.07,8445.28,-5171.76,7764.29,5795.74,75,0
S,2018-07,63963.17,55.15,8314.11,-5244.97,8192.58,6125.87,75,0
S,2018-08,64865.25,55.03,8374.74,-4434.81,8454.36,6343.79,77,0
S,2018-09,63872.25,54.33,8266.52,-4137.40,8661.92,6435.71,73,0
S,2018-10,61739.41,53.16,8477.24,-4789.02,8837.43,6373.55,66,0
S,2018-11,61543.36,52.83,9099.76,-5319.86,8820.71,5891.60,62,0
S,2018-12,61828.74,52.42,9111.24,-5537.94,8774.16,5674.95,59,0
S,2019-01,60358.97,50.93,9341.12,-3953.62,9423.37,5267.53,56,0
S,2019-02,60608.97,52.94,9455.92,-4716.05,8891.14,5187.96,62,0
S,2019-03,63228.14,53.62,12322.33,-5865.32,9315.00,5457.06,63,0
S,2019-04,63812.06,53.56,11016.85,-4393.83,9777.64,5972.01,69,0
S,2019-05,61385.69,54.02,11475.88,-6470.24,9462.87,5533.71,62,0
S,2019-06,60730.31,53.19,11190.72,-5776.15,9421.53,5459.26,62,0
S,2019-07,58467.52,50.79,9200.51,-3491.55,9519.22,5435.24,60,0
S,2019-08,57469.03,49.50,8420.08,-1126.07,10161.03,5388.74,55,0
S,2019-09,56197.38,47.98,8490.51,88.97,10234.02,5373.36,54,0
S,2019-10,54256.71,47.01,7694.91,1534.72,10639.33,5642.60,51,0
S,2019-11,55844.18,47.88,8583.07,-618.89,10868.21,5741.16,46,0
S,2019-12,54358.56,47.53,9671.84,-993.64,11166.33,5414.03,41,0
S,2020-01,50033.80,45.69,10505.30,342.26,11281.38,6981.97,35,0
S,2020-02,45582.64,42.49,9736.31,1681.43,11148.76,7102.81,30,0
S,2020-03,41832.78,39.74,8748.01,2152.10,11573.17,7583.68,25,0
S,2020-04,41698.15,39.81,7732.42,2201.95,10792.49,7146.50,20,0
S,2020-05,42024.82,40.19,8012.33,1875.28,10792.49,7146.50,20,0
S,2020-06,43616.80,41.50,7904.09,1007.10,10288.04,6796.71,21,0
S,2020-07,41150.99,39.55,8057.65,3751.01,10783.18,7291.85,21,0
S,2020-08,43745.92,42.95,8770.12,2357.37,10387.01,6895.68,21,0
S,2020-09,44406.76,43.70,8875.49,1696.52,10387.01,6895.68,21,0
S,2020-10,42787.46,41.51,8641.28,4127.49,11704.84,7712.18,18,0
S,2020-11,41280.66,40.12,9978.22,5197.77,11606.63,8750.23,14,0
S,2020-12,40921.72,39.81,10318.59,5556.71,11606.63,8750.23,14,0
S,2021-01,40956.06,39.82,9684.58,5522.37,11606.63,8750.23,14,0
S,2021-02,40857.67,39.65,10199.94,5620.76,11606.63,8750.23,14,0
S,2021-03,40942.15,39.14,12115.16,10246.16,16301.98,15166.95,13,0
