class,prediction_date,average_rv,average_rv_%,mae,me,mae_market,me_market,count,error_count
S,2022-09,64031.81,61.43,36331.81,-36331.81,789.43,789.43,1,0
S,2022-10,81333.85,78.03,53633.85,-53633.85,789.43,789.43,1,0
SLC,2021-01,25409.45,60.16,5236.69,2900.30,11206.74,11206.74,4,0
SLC,2021-02,25192.65,59.36,3703.50,3117.10,11206.74,11206.74,4,0
SLC,2021-03,30827.46,72.80,4688.61,-2517.71,11206.74,11206.74,4,0
SLC,2021-04,31444.48,74.13,3904.51,-3134.73,11206.74,11206.74,4,0
SLC,2021-05,27479.07,66.90,3843.09,-546.07,11027.84,11027.84,3,0
SLC,2021-06,29523.83,71.28,2590.83,-2590.83,11027.84,11027.84,3,0
SLC,2021-07,28191.60,68.16,2385.16,-1258.60,11027.84,11027.84,3,0
SLC,2021-08,28017.19,60.96,2939.81,2939.81,14627.00,14627.00,1,0
SLC,2021-09,28670.91,62.38,2286.09,2286.09,14627.00,14627.00,1,0
SLC,2021-10,33372.70,72.61,2415.70,-2415.70,14627.00,14627.00,1,0
