class,prediction_date,average_rv,average_rv_%,mae,me,mae_market,me_market,count,error_count
SLC,2021-01,25406.35,60.16,5238.83,2903.40,11206.74,11206.74,4,0
SLC,2021-02,25197.09,59.37,3701.02,3112.66,11206.74,11206.74,4,0
SLC,2021-03,30825.95,72.80,4687.90,-2516.20,11206.74,11206.74,4,0
SLC,2021-04,31441.60,74.13,3905.34,-3131.85,11206.74,11206.74,4,0
SLC,2021-05,27477.94,66.90,3842.04,-544.94,11027.84,11027.84,3,0
SLC,2021-06,29527.63,71.29,2594.63,-2594.63,11027.84,11027.84,3,0
SLC,2021-07,28194.42,68.16,2386.84,-1261.42,11027.84,11027.84,3,0
SLC,2021-08,23513.83,51.16,7443.17,7443.17,14627.00,14627.00,1,0
SLC,2021-09,28840.86,62.75,2116.14,2116.14,14627.00,14627.00,1,0
SLC,2021-10,33569.43,73.04,2612.43,-2612.43,14627.00,14627.00,1,0
